wdid,name,wdLabel,gender,dob,dobPrecision,source,sourceDate,pid,position,start,psid
Q101427308,Matar BA,Matar Bâ,male,1970-01-01,11,https://sec.gouv.sn/le-gouvernement,2022-07-15,Q109927761,Ministre des Sports,2014-07-06,Q101427308-2001953B-D4DD-480D-A0B3-04AA3671C404
Q101437800,Antoine Félix Abdoulaye DIOME,Antoine Félix Abdoulaye Diome,male,,,https://sec.gouv.sn/le-gouvernement,2022-07-15,Q98730157,Ministre de l’Intérieur,2020-11-01,Q101437800-521a70a4-4407-5c67-4e77-0ee28d393e6f
Q101852737,Malick SALL,Malick Sall,male,1956-04-02,11,https://sec.gouv.sn/le-gouvernement,2022-07-15,Q109927216,"Garde des Sceaux, Ministre de la Justice",2019-04-01,Q101852737-C08F68C5-81CB-46B9-A884-E89A37FE1011
Q102230968,Moussa BALDE,Moussa Baldé,male,,,https://sec.gouv.sn/le-gouvernement,2022-07-15,Q72245534,Ministre de l’Agriculture et de l’Equipement Rural,2019-04-01,Q102230968-4583ba6a-4423-eaa8-0a42-69bd7d7e7acc
Q106648177,Amadou HOTT,Amadou Hott,male,1972-10-25,11,https://sec.gouv.sn/le-gouvernement,2022-07-15,Q109927539,"Ministre de l’Economie, du Plan et de la Coopération",2020-11-01,Q106648177-D9776ACB-FAD0-4EAA-8433-4DED14066F9F
Q108572690,Mamadou TALLA,Mamadou Talla,male,1961-06-18,11,https://sec.gouv.sn/le-gouvernement,2022-07-15,Q109927612,Ministre de l’Education nationale,2019-04-01,Q108572690-AE494E58-D72C-46D7-9909-52057A7E608C
Q109773220,Ndèye Saly DIOP DIENG,Ndèye Saly Diop Dieng,female,,,https://sec.gouv.sn/le-gouvernement,2022-07-15,Q109927561,"Ministre de la Femme, de la Famille, du Genre et de la Protection des Enfants",2020-11-01,Q109773220-F8E18E3E-2C98-499B-AD28-9C30E20A08DA
Q109927566,Oumar SARR,Oumar Sarr,male,,,https://sec.gouv.sn/le-gouvernement,2022-07-15,Q109927567,Ministre des Mines et de la Géologie,2020-11-01,Q109927566-61B09D8D-DD06-446A-8902-DB2DAB91D5F7
Q109927637,Cheikh Oumar ANNE,Cheikh Oumar Anne,male,,,https://sec.gouv.sn/le-gouvernement,2022-07-15,Q109927638,"Ministre de l’Enseignement supérieur, de la Recherche et de l’Innovation",2020-11-01,Q109927637-18804338-4F2C-4A8D-9D6E-07BBE51ABA65
Q109927648,Sophie GLADIMA,Sophie Gladima,female,,,https://sec.gouv.sn/le-gouvernement,2022-07-15,Q109927649,Ministre du Pétrole et des Energies,2020-11-01,Q109927648-2B72D287-0C06-43BE-ADFE-4FF084B79C2A
Q109927666,Samba Ndiobène KA,Samba Ndiobène Ka,male,,,https://sec.gouv.sn/le-gouvernement,2022-07-15,Q109927668,"Ministre du Développement communautaire, de l'Equité sociale et territoriale",2020-11-01,Q109927666-7252105B-806D-4B29-8702-EA85D69BD295
Q109927689,Moustapha DIOP,Moustapha Diop,male,,,https://sec.gouv.sn/le-gouvernement,2022-07-15,Q109927690,Ministre du Développement industriel et des Petites et Moyennes industries,2020-11-01,Q109927689-D433721F-855B-4A0E-A4A4-EA4AB27E493C
Q109927704,Alioune NDOYE,Alioune Ndoye,male,,,https://sec.gouv.sn/le-gouvernement,2022-07-15,Q109927706,Ministre des Pêches et de l’Economie maritime,2020-11-01,Q109927704-DAB4790A-1918-463C-B4B2-D3A3A14BC9D2
Q109927728,Samba SY,Samba Sy,male,,,https://sec.gouv.sn/le-gouvernement,2022-07-15,Q109927730,"Ministre du Travail, du Dialogue social et des relations avec les Institutions",2020-11-01,Q109927728-24751AAC-845C-488E-BF95-640BDC7BFA92
Q109927743,Abdou Karim SALL,Abdou Karim Sall,male,,,https://sec.gouv.sn/le-gouvernement,2022-07-15,Q109927745,Ministre de l’Environnement et du Développement durable,2020-11-01,Q109927743-4E5C6DA6-9CE4-4D42-B17F-8256172FC3CF
Q109927854,Aminata Assome DIATTA,Aminata Assome Diatta,female,,,https://sec.gouv.sn/le-gouvernement,2022-07-15,Q109927856,Ministre du Commerce et des Petites et Moyennes entreprises,2020-11-01,Q109927854-28A4CCC9-8AA2-4149-BA48-3CB66C573183
Q109927871,Aly Saleh DIOP,Aly Saleh Diop,male,,,https://sec.gouv.sn/le-gouvernement,2022-07-15,Q109927872,Ministre de l’Elevage et des Productions animales,2020-11-01,Q109927871-C3250CB4-BD3F-4C79-BB8B-23B5028CB597
Q109927885,Néné Fatoumata TALL,Néné Fatoumata Tall,female,,,https://sec.gouv.sn/le-gouvernement,2022-07-15,Q109927886,Ministre de la Jeunesse,2020-11-01,Q109927885-4FC3AE7E-0EDC-49E4-ABB2-83C3D87EE954
Q109927914,Dame DIOP,Dame Diop,male,,,https://sec.gouv.sn/le-gouvernement,2022-07-15,Q109927916,"Ministre de l’Emploi, de la Formation professionnelle, de l’Apprentissage et de l'Insertion",2020-11-01,Q109927914-8DA827E4-0EE2-4C1A-87FB-86555010B375
Q109928006,Papa Amadou NDIAYE,Papa Amadou Ndiaye,male,,,https://sec.gouv.sn/le-gouvernement,2022-07-15,Q109928007,Ministre de l'Artisanat et de la Transformation du Secteur informel,2020-11-01,Q109928006-EFDC477E-9A04-423F-ACBD-16B41C2A602B
Q109928014,Yankhoba DIATARA,Yankhoba Diattara,male,,,https://sec.gouv.sn/le-gouvernement,2022-07-15,Q109928015,Ministre de l’Economie numérique et des Télécommunications,2020-11-01,Q109928014-2BC8C096-E24B-41AB-B2C0-1FB2FEDF0062
Q112201772,Marie Khémesse Ngom Ndiaye,Marie Khémesse Ngom Ndiaye,female,,,,,Q98731063,ministre de la Santé du Sénégal,2022-05-27,Q112201772-65e59f49-4b8c-0039-9e3a-101ac52ade4f
Q15542603,Aïssata TALL SALL,Aïssata Tall Sall,female,1957-12-12,11,https://sec.gouv.sn/le-gouvernement,2022-07-15,Q5468295,Ministre des Affaires étrangères et des Sénégalais de l'Extérieur,2020-11-01,Q15542603-897A21F1-9A46-4798-AFCA-882C251F8750
Q16020954,Alioune SARR,Alioune Sarr,male,1955-08-01,10,https://sec.gouv.sn/le-gouvernement,2022-07-15,Q109927596,Ministre du Tourisme et des Transports aériens,2019-04-01,Q16020954-9C5B02DB-C179-4D42-9AAD-0B542D18F7A2
Q17320405,Mahammed Dionne,Mahammed Dionne,male,1959-09-22,11,,,Q530785,Premier ministre du Sénégal,2014-07-06,Q17320405-393b8b82-42b1-2247-6699-ab4793d5a671
Q17351641,Oumar GUEYE,Oumar Guèye,male,,,https://sec.gouv.sn/le-gouvernement,2022-07-15,Q109927602,"Ministre des Collectivités territoriales, du Développement et de l’Aménagement des Territoires, Porte-Parole du Gouvernement",2020-11-01,Q17351641-11CE681B-8089-4B9E-A3B9-C95FB3C5DBA5
Q19895564,Sidiki KABA,Sidiki Kaba,male,1950-08-21,11,https://sec.gouv.sn/le-gouvernement,2022-07-15,Q109927221,Ministre des Forces armées,2019-04-05,Q19895564-81D1877E-3377-434B-B1D7-B2DBCA6D7A22
Q2821369,Abdoulaye DIOP,Abdoulaye Diop,male,1952-09-10,11,https://sec.gouv.sn/le-gouvernement,2022-07-15,Q109927870,Ministre de la Culture et de la Communication,2020-11-01,Q2821369-903BCC03-5F3D-43D0-AEC3-AA93B58F5A20
Q2821389,Abdoulaye Saydou SOW,Abdoulaye Sow,male,1977-07-07,11,https://sec.gouv.sn/le-gouvernement,2022-07-15,Q109927840,"Ministre de l’Urbanisme, du Logement et de l’Hygiène publique",2020-11-01,Q2821389-A959F228-47F2-43E5-AB88-3CBD1051904F
Q32857369,Mansour FAYE,Mansour Faye,male,1965-05-16,11,https://sec.gouv.sn/le-gouvernement,2022-07-15,Q109927497,"Ministre des Infrastructures, des Transports terrestres et du Désenclavement",2020-11-01,Q32857369-C7ED35C4-550F-45A9-BE4C-7756DA0BCE37
Q3291195,Mariama SARR,Mariama Sarr,female,1963-03-04,11,https://sec.gouv.sn/le-gouvernement,2022-07-15,Q109927549,Ministre de la Fonction publique et du Renouveau du Service public,2017-09-07,Q3291195-452999F9-D93E-43EB-A7BB-88B923EC4F95
Q3479801,Serigne Mbaye THIAM,Serigne Mbaye Thiam,male,1957-12-28,11,https://sec.gouv.sn/le-gouvernement,2022-07-15,Q109927590,Ministre de l’Eau et de l’Assainissement,2020-11-01,Q3479801-9B400795-2F71-49F3-9C6A-D58D2C0E366C
Q88347417,Zahra Iyane THIAM,Zahra Iyane Thiam,female,,,https://sec.gouv.sn/le-gouvernement,2022-07-15,Q109927893,Ministre de la Microfinance et de l’Economie sociale et Solidaire,2019-04-01,Q88347417-CFAAE239-95CF-42E6-9DD9-B0167EC89D2F
Q98730700,Abdoulaye Daouda DIALLO,Abdoulaye Daouda Diallo,male,1970-01-01,7,https://sec.gouv.sn/le-gouvernement,2022-07-15,Q109927232,Ministre des Finances et du Budget,2020-11-01,Q98730700-E91B5B70-C475-4F9B-ABC2-8316B4CC617A
